ano_mes;canal;unidade_id;cidade;uf;meta_receita_liquida;meta_pedidos;meta_ticket_medio;meta_margem_bruta_pct;meta_taxa_devolucao_pct;inicio_operacao;observacao
2025-06;ecommerce;EC-BR;Brasil;BR;90944.00;699;130.11;0.48;0.06;2020-04-01;meta_historica
2025-07;loja_fisica;LJ-BQ;Barbacena;MG;49140.00;363;135.37;0.52;0.04;2018-11-01;meta_historica
2025-07;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;56160.00;410;136.98;0.52;0.04;2018-11-01;meta_historica
2025-07;ecommerce;EC-BR;Brasil;BR;86884.00;668;130.07;0.48;0.06;2020-04-01;meta_historica
2025-08;loja_fisica;LJ-BQ;Barbacena;MG;63882.00;472;135.34;0.52;0.04;2018-11-01;meta_historica
2025-08;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;73008.00;533;136.98;0.52;0.04;2018-11-01;meta_historica
2025-08;ecommerce;EC-BR;Brasil;BR;111244.00;855;130.11;0.48;0.06;2020-04-01;meta_historica
2025-09;loja_fisica;LJ-BQ;Barbacena;MG;55036.80;407;135.23;0.52;0.04;2018-11-01;meta_historica
2025-09;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;62899.20;459;137.04;0.52;0.04;2018-11-01;meta_historica
2025-09;ecommerce;EC-BR;Brasil;BR;96628.00;742;130.23;0.48;0.06;2020-04-01;meta_historica
2025-10;loja_fisica;LJ-BQ;Barbacena;MG;49140.00;363;135.37;0.52;0.04;2018-11-01;meta_historica
2025-10;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;56160.00;410;136.98;0.52;0.04;2018-11-01;meta_historica
2025-10;ecommerce;EC-BR;Brasil;BR;86884.00;668;130.07;0.48;0.06;2020-04-01;meta_historica
2025-11;loja_fisica;LJ-BQ;Barbacena;MG;73710.00;545;135.25;0.52;0.04;2018-11-01;meta_historica
2025-11;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;84240.00;615;136.98;0.52;0.04;2018-11-01;meta_historica
2025-11;ecommerce;EC-BR;Brasil;BR;127484.00;979;130.22;0.48;0.06;2020-04-01;meta_historica
2025-12;loja_fisica;LJ-BQ;Barbacena;MG;57002.40;421;135.40;0.52;0.04;2018-11-01;meta_historica
2025-12;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;65145.60;476;136.86;0.52;0.04;2018-11-01;meta_historica
2025-12;ecommerce;EC-BR;Brasil;BR;99876.00;767;130.22;0.48;0.06;2020-04-01;meta_historica
2026-01;loja_fisica;LJ-BQ;Barbacena;MG;61950.00;458;135.26;0.52;0.04;2018-11-01;meta_historica
2026-01;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;70800.00;517;136.94;0.52;0.04;2018-11-01;meta_historica
2026-01;ecommerce;EC-BR;Brasil;BR;109900.00;844;130.21;0.48;0.06;2020-04-01;meta_historica
2026-02;loja_fisica;LJ-BQ;Barbacena;MG;61950.00;458;135.26;0.52;0.04;2018-11-01;meta_historica
2026-02;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;70800.00;517;136.94;0.52;0.04;2018-11-01;meta_historica
2026-02;ecommerce;EC-BR;Brasil;BR;109900.00;844;130.21;0.48;0.06;2020-04-01;meta_historica
2026-03;loja_fisica;LJ-BQ;Barbacena;MG;56175.00;415;135.36;0.52;0.04;2018-11-01;meta_historica
2026-03;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;64200.00;469;136.89;0.52;0.04;2018-11-01;meta_historica
2026-03;ecommerce;EC-BR;Brasil;BR;100228.80;770;130.17;0.48;0.06;2020-04-01;meta_historica
2026-04;loja_fisica;LJ-BQ;Barbacena;MG;52500.00;388;135.31;0.52;0.04;2018-11-01;meta_historica
2026-04;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;60000.00;438;136.99;0.52;0.04;2018-11-01;meta_historica
2026-04;ecommerce;EC-BR;Brasil;BR;94074.40;723;130.12;0.48;0.06;2020-04-01;meta_historica
2026-05;loja_fisica;LJ-BQ;Barbacena;MG;66150.00;489;135.28;0.52;0.04;2018-11-01;meta_historica
2026-05;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;75600.00;552;136.96;0.52;0.04;2018-11-01;meta_historica
2026-05;ecommerce;EC-BR;Brasil;BR;116933.60;898;130.22;0.48;0.06;2020-04-01;meta_historica
2026-06;loja_fisica;LJ-BQ;Barbacena;MG;55125.00;407;135.44;0.52;0.04;2018-11-01;meta_historica
2026-06;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;63000.00;460;136.96;0.52;0.04;2018-11-01;meta_historica
2026-06;ecommerce;EC-BR;Brasil;BR;98470.40;757;130.08;0.48;0.06;2020-04-01;meta_historica
2026-07;loja_fisica;LJ-BQ;Barbacena;MG;52500.00;388;135.31;0.52;0.04;2018-11-01;meta_historica
2026-07;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;60000.00;438;136.99;0.52;0.04;2018-11-01;meta_historica
2026-07;ecommerce;EC-BR;Brasil;BR;94074.40;723;130.12;0.48;0.06;2020-04-01;meta_historica
2026-08;loja_fisica;LJ-BQ;Barbacena;MG;68250.00;504;135.42;0.52;0.04;2018-11-01;meta_planejada
2026-08;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;78000.00;569;137.08;0.52;0.04;2018-11-01;meta_planejada
2026-08;ecommerce;EC-BR;Brasil;BR;120450.40;925;130.22;0.48;0.06;2020-04-01;meta_planejada
2026-09;loja_fisica;LJ-BQ;Barbacena;MG;58800.00;435;135.17;0.52;0.04;2018-11-01;meta_planejada
2026-09;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;67200.00;491;136.86;0.52;0.04;2018-11-01;meta_planejada
2026-09;ecommerce;EC-BR;Brasil;BR;104624.80;804;130.13;0.48;0.06;2020-04-01;meta_planejada
2026-10;loja_fisica;LJ-BQ;Barbacena;MG;52500.00;388;135.31;0.52;0.04;2018-11-01;meta_planejada
2026-10;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;60000.00;438;136.99;0.52;0.04;2018-11-01;meta_planejada
2026-10;ecommerce;EC-BR;Brasil;BR;94074.40;723;130.12;0.48;0.06;2020-04-01;meta_planejada
2026-11;loja_fisica;LJ-BQ;Barbacena;MG;69300.00;512;135.35;0.52;0.04;2018-11-01;meta_planejada
2026-11;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;79200.00;578;137.02;0.52;0.04;2018-11-01;meta_planejada
2026-11;ecommerce;EC-BR;Brasil;BR;122208.80;939;130.15;0.48;0.06;2020-04-01;meta_planejada
2026-12;loja_fisica;LJ-BQ;Barbacena;MG;60900.00;450;135.33;0.52;0.04;2018-11-01;meta_planejada
2026-12;loja_fisica;LJ-CL;Conselheiro Lafaiete;MG;69600.00;508;137.01;0.52;0.04;2018-11-01;meta_planejada
2026-12;ecommerce;EC-BR;Brasil;BR;108141.60;831;130.13;0.48;0.06;2020-04-01;meta_planejada
