id_venda;data_venda;hora_venda;cliente_id;genero_cliente;faixa_etaria;produto_id;produto;genero_produto;categoria;tamanho;cor;quantidade;preco_unitario;desconto_pct;valor_desconto;valor_bruto;valor_liquido;custo_unitario;custo_total;margem_bruta;status_pedido;campanha;canal;loja_id;loja_nome;cidade;uf;vendedor_id;forma_pagamento
CL-005862;2022-02-26;14:38:48;CLI-02624;F;25-34;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;M;Verde Oliva;1;159.90;0.05;8.00;159.90;151.91;70.20;70.20;81.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-005863;2022-02-28;18:40:33;CLI-01049;F;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;GG;Vinho;1;149.90;0.10;14.99;149.90;134.91;63.40;63.40;71.51;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-005864;2022-02-28;14:22:55;CLI-01525;F;55+;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;PP;Azul Marinho;1;29.90;0.15;4.48;29.90;25.41;9.80;9.80;15.61;devolvida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-005865;2022-02-28;09:33:16;CLI-01193;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Vinho;2;99.90;0.05;9.99;199.80;189.81;39.20;78.40;111.41;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-005866;2022-02-28;09:05:57;CLI-01259;M;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Preto;1;89.90;0.05;4.50;89.90;85.41;35.50;35.50;49.91;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;pix
CL-005867;2022-02-28;11:11:19;CLI-00891;F;35-44;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;M;Preto;1;159.90;0.05;8.00;159.90;151.91;70.20;70.20;81.70;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-005868;2022-02-28;11:57:27;CLI-00469;F;45-54;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;PP;Rosa;1;159.90;0.15;23.98;159.90;135.92;70.20;70.20;65.72;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;dinheiro
CL-005869;2022-02-28;20:04:38;CLI-02520;F;45-54;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;GG;Branco;1;29.90;0.05;1.50;29.90;28.40;9.80;9.80;18.60;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-005870;2022-02-28;08:11:53;CLI-00535;F;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Azul Marinho;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;credito
CL-005871;2022-02-28;12:12:56;CLI-00779;Nao informado;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Rosa;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;dinheiro
CL-005872;2022-03-01;19:14:23;CLI-01515;F;18-24;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;PP;Preto;1;64.90;0.15;9.74;64.90;55.17;24.90;24.90;30.27;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-005873;2022-03-01;18:57:59;CLI-02215;M;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;GG;Azul Marinho;1;109.90;0.10;10.99;109.90;98.91;45.10;45.10;53.81;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-005874;2022-03-01;15:30:05;CLI-02016;F;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;GG;Rosa;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-005875;2022-03-01;08:42:29;CLI-00852;M;55+;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;G;Vinho;1;189.90;0.10;18.99;189.90;170.91;82.30;82.30;88.61;concluida;dia_das_maes;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-005876;2022-03-01;13:37:30;CLI-00111;F;35-44;XFIT-REG-005;Regata Essential;Unissex;Regatas;M;Azul Marinho;1;69.90;0.15;10.49;69.90;59.42;27.60;27.60;31.82;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-005877;2022-03-01;13:03:27;CLI-00436;F;35-44;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Preto;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;credito
CL-005878;2022-03-01;16:38:30;CLI-00928;F;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;GG;Vinho;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-005879;2022-03-01;17:20:29;CLI-00458;F;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Branco;1;139.90;0.15;20.98;139.90;118.92;57.80;57.80;61.12;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;dinheiro
CL-005880;2022-03-02;15:36:45;CLI-00551;M;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;GG;Verde Oliva;2;89.90;0.00;0.00;179.80;179.80;35.50;71.00;108.80;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;dinheiro
CL-005881;2022-03-02;20:54:57;CLI-01989;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;G;Azul Marinho;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;credito
CL-005882;2022-03-02;12:54:54;CLI-00817;F;45-54;XFIT-REG-005;Regata Essential;Unissex;Regatas;M;Azul Marinho;1;69.90;0.00;0.00;69.90;69.90;27.60;27.60;42.30;concluida;namorados;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-005883;2022-03-02;12:19:44;CLI-00605;F;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;GG;Preto;2;69.90;0.00;0.00;139.80;139.80;27.60;55.20;84.60;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-005884;2022-03-02;09:24:32;CLI-01077;F;18-24;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Vinho;2;64.90;0.00;0.00;129.80;129.80;24.90;49.80;80.00;concluida;namorados;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
CL-005885;2022-03-02;12:54:38;CLI-00005;M;35-44;XFIT-REG-005;Regata Essential;Unissex;Regatas;GG;Vinho;1;69.90;0.00;0.00;69.90;69.90;27.60;27.60;42.30;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;debito
CL-005886;2022-03-02;19:31:19;CLI-01691;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;GG;Preto;2;79.90;0.00;0.00;159.80;159.80;31.70;63.40;96.40;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;credito
CL-005887;2022-03-03;20:50:38;CLI-02091;F;18-24;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Verde Oliva;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;debito
CL-005888;2022-03-03;15:03:29;CLI-00475;F;35-44;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Azul Marinho;2;79.90;0.10;15.98;159.80;143.82;31.70;63.40;80.42;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;dinheiro
CL-005889;2022-03-03;11:29:33;CLI-00527;F;45-54;XFIT-REG-005;Regata Essential;Unissex;Regatas;G;Grafite;1;69.90;0.15;10.49;69.90;59.42;27.60;27.60;31.82;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;credito
CL-005890;2022-03-03;09:26:28;CLI-00108;M;18-24;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;GG;Rosa;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;debito
CL-005891;2022-03-03;10:58:33;CLI-02631;F;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Grafite;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;dinheiro
CL-005892;2022-03-03;14:23:30;CLI-01460;F;55+;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Vinho;2;99.90;0.15;29.97;199.80;169.83;39.20;78.40;91.43;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-005893;2022-03-03;21:06:55;CLI-02586;Nao informado;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Rosa;2;89.90;0.10;17.98;179.80;161.82;35.50;71.00;90.82;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-005894;2022-03-03;19:14:00;CLI-01244;F;18-24;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Preto;1;139.90;0.15;20.98;139.90;118.92;57.80;57.80;61.12;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-005895;2022-03-03;17:42:48;CLI-02627;M;45-54;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;PP;Grafite;3;109.90;0.00;0.00;329.70;329.70;45.10;135.30;194.40;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;credito
CL-005896;2022-03-03;17:02:06;CLI-00209;F;55+;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;G;Branco;2;109.90;0.10;21.98;219.80;197.82;45.10;90.20;107.62;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;dinheiro
CL-005897;2022-03-03;13:22:34;CLI-00592;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Branco;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-005898;2022-03-03;12:20:02;CLI-01692;M;45-54;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Vinho;3;99.90;0.00;0.00;299.70;299.70;39.20;117.60;182.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;pix
CL-005899;2022-03-04;17:44:15;CLI-01667;F;35-44;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;G;Verde Oliva;1;89.90;0.15;13.49;89.90;76.42;35.50;35.50;40.92;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;debito
CL-005900;2022-03-04;19:46:19;CLI-01333;M;35-44;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;P;Rosa;1;79.90;0.10;7.99;79.90;0.00;31.70;31.70;0.00;cancelada;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-005901;2022-03-04;14:32:08;CLI-01910;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Vinho;1;99.90;0.15;14.98;99.90;84.92;39.20;39.20;45.72;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-005902;2022-03-04;15:38:43;CLI-01080;M;18-24;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;M;Branco;1;29.90;0.10;2.99;29.90;26.91;9.80;9.80;17.11;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-005903;2022-03-04;17:37:07;CLI-02517;M;18-24;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;PP;Grafite;1;149.90;0.10;14.99;149.90;134.91;63.40;63.40;71.51;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-005904;2022-03-04;11:21:49;CLI-00420;F;45-54;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;PP;Branco;2;219.90;0.10;43.98;439.80;395.82;98.40;196.80;199.02;concluida;namorados;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;dinheiro
CL-005905;2022-03-04;17:07:57;CLI-01235;F;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;GG;Azul Marinho;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;pix
CL-005906;2022-03-04;18:30:02;CLI-00064;F;45-54;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;GG;Azul Marinho;3;64.90;0.10;19.47;194.70;175.23;24.90;74.70;100.53;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-005907;2022-03-04;19:33:49;CLI-00771;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;G;Azul Marinho;1;79.90;0.05;4.00;79.90;75.91;31.70;31.70;44.20;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-005908;2022-03-05;12:45:39;CLI-02094;F;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;P;Branco;1;149.90;0.15;22.48;149.90;127.42;63.40;63.40;64.02;concluida;black_friday;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;credito
CL-005909;2022-03-05;22:08:33;CLI-01540;F;35-44;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;M;Azul Marinho;1;89.90;0.15;13.49;89.90;76.42;35.50;35.50;40.92;concluida;dia_das_maes;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;pix
CL-005910;2022-03-05;13:27:16;CLI-00396;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;GG;Grafite;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;credito
CL-005911;2022-03-05;18:59:18;CLI-01496;F;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Preto;1;89.90;0.10;8.99;89.90;80.91;35.50;35.50;45.41;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;debito
CL-005912;2022-03-05;20:43:12;CLI-02218;F;18-24;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;M;Preto;1;64.90;0.05;3.25;64.90;61.66;24.90;24.90;36.76;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;credito
CL-005913;2022-03-05;22:00:48;CLI-00561;Nao informado;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Rosa;1;89.90;0.15;13.49;89.90;76.42;35.50;35.50;40.92;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;dinheiro
CL-005914;2022-03-05;21:03:02;CLI-01712;F;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;GG;Grafite;1;29.90;0.10;2.99;29.90;26.91;9.80;9.80;17.11;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-005915;2022-03-05;18:08:54;CLI-00720;F;45-54;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;G;Rosa;1;29.90;0.15;4.48;29.90;25.41;9.80;9.80;15.61;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;dinheiro
CL-005916;2022-03-05;13:05:49;CLI-01786;M;18-24;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;M;Rosa;1;64.90;0.10;6.49;64.90;58.41;24.90;24.90;33.51;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-005917;2022-03-05;17:29:49;CLI-00092;F;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;M;Preto;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;dinheiro
CL-005918;2022-03-05;17:23:35;CLI-01704;F;35-44;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;PP;Branco;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;pix
CL-005919;2022-03-05;17:02:44;CLI-00959;F;45-54;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Rosa;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;dia_das_maes;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-005920;2022-03-05;11:38:18;CLI-01111;F;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Branco;1;99.90;0.05;5.00;99.90;94.91;39.20;39.20;55.70;concluida;dia_das_maes;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;credito
CL-005921;2022-03-07;14:37:42;CLI-00507;Nao informado;55+;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;M;Preto;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;credito
CL-005922;2022-03-07;10:00:06;CLI-01771;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;GG;Branco;2;99.90;0.15;29.97;199.80;169.83;39.20;78.40;91.43;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-03;dinheiro
CL-005923;2022-03-07;14:18:39;CLI-01394;F;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Vinho;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;dinheiro
CL-005924;2022-03-07;13:00:44;CLI-02317;F;55+;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Preto;1;99.90;0.05;5.00;99.90;94.91;39.20;39.20;55.70;concluida;namorados;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-005925;2022-03-07;19:55:40;CLI-00075;F;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;G;Preto;1;69.90;0.05;3.50;69.90;66.41;27.60;27.60;38.80;concluida;verao_fit;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-005926;2022-03-07;12:20:07;CLI-01700;M;45-54;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;PP;Preto;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;black_friday;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;dinheiro
CL-005927;2022-03-07;21:02:12;CLI-01319;F;25-34;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;M;Branco;1;159.90;0.00;0.00;159.90;159.90;70.20;70.20;89.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;dinheiro
CL-005928;2022-03-07;18:43:06;CLI-01921;F;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;M;Vinho;2;69.90;0.15;20.97;139.80;118.83;27.60;55.20;63.63;devolvida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;dinheiro
CL-005929;2022-03-07;17:00:28;CLI-01747;Nao informado;25-34;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;PP;Branco;2;219.90;0.15;65.97;439.80;373.83;98.40;196.80;177.03;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;dinheiro
CL-005930;2022-03-07;14:57:11;CLI-01895;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;GG;Verde Oliva;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;debito
CL-005931;2022-03-07;21:10:09;CLI-01203;M;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;GG;Verde Oliva;2;99.90;0.00;0.00;199.80;199.80;39.20;78.40;121.40;concluida;dia_das_maes;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-04;pix
CL-005932;2022-03-08;17:39:21;CLI-01882;F;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;P;Branco;1;69.90;0.25;17.48;69.90;52.43;27.60;27.60;24.83;concluida;black_friday;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;pix
CL-005933;2022-03-08;11:01:13;CLI-02054;F;35-44;XFIT-REG-005;Regata Essential;Unissex;Regatas;PP;Verde Oliva;1;69.90;0.00;0.00;69.90;69.90;27.60;27.60;42.30;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-02;pix
CL-005934;2022-03-08;18:33:41;CLI-02345;M;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;G;Grafite;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;credito
CL-005935;2022-03-08;08:25:57;CLI-01352;M;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Preto;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-06;debito
CL-005936;2022-03-08;12:21:01;CLI-02756;F;35-44;XFIT-REG-005;Regata Essential;Unissex;Regatas;GG;Branco;1;69.90;0.20;13.98;69.90;55.92;27.60;27.60;28.32;concluida;volta_treino;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-05;debito
CL-005937;2022-03-08;16:32:23;CLI-00807;F;18-24;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;PP;Verde Oliva;2;109.90;0.00;0.00;219.80;219.80;45.10;90.20;129.60;concluida;sem_campanha;loja_fisica;LJ-CL;xFit Wear Conselheiro Lafaiete;Conselheiro Lafaiete;MG;VND-LJ-CL-01;debito
