id_venda;data_venda;hora_venda;cliente_id;genero_cliente;faixa_etaria;produto_id;produto;genero_produto;categoria;tamanho;cor;quantidade;preco_unitario;desconto_pct;valor_desconto;valor_bruto;valor_liquido;custo_unitario;custo_total;margem_bruta;status_pedido;campanha;canal;loja_id;loja_nome;cidade;uf;vendedor_id;forma_pagamento
BQ-004207;2021-11-24;11:22:57;CLI-00618;M;45-54;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;M;Grafite;2;149.90;0.05;14.99;299.80;284.81;63.40;126.80;158.01;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;credito
BQ-004208;2021-11-24;08:11:44;CLI-01463;F;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;M;Azul Marinho;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-004209;2021-11-24;20:04:09;CLI-01876;M;35-44;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;M;Grafite;1;159.90;0.05;8.00;159.90;151.91;70.20;70.20;81.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;dinheiro
BQ-004210;2021-11-24;20:54:50;CLI-00801;F;35-44;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;M;Azul Marinho;2;149.90;0.20;59.96;299.80;239.84;63.40;126.80;113.04;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-004211;2021-11-24;15:18:57;CLI-00710;F;35-44;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;GG;Rosa;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;pix
BQ-004212;2021-11-24;21:33:50;CLI-00067;M;45-54;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;M;Grafite;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;debito
BQ-004213;2021-11-25;12:24:25;CLI-02070;F;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;P;Vinho;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;devolvida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;dinheiro
BQ-004214;2021-11-25;16:57:26;CLI-02790;F;25-34;XFIT-REG-005;Regata Essential;Unissex;Regatas;GG;Azul Marinho;1;69.90;0.10;6.99;69.90;62.91;27.60;27.60;35.31;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;debito
BQ-004215;2021-11-25;19:58:05;CLI-02145;Nao informado;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Vinho;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;debito
BQ-004216;2021-11-25;18:07:46;CLI-00724;F;45-54;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;PP;Grafite;1;64.90;0.25;16.23;64.90;48.68;24.90;24.90;23.78;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;debito
BQ-004217;2021-11-25;12:54:08;CLI-00881;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Preto;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-004218;2021-11-25;18:21:43;CLI-00087;F;35-44;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;P;Azul Marinho;1;64.90;0.20;12.98;64.90;51.92;24.90;24.90;27.02;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;debito
BQ-004219;2021-11-25;14:44:47;CLI-00728;F;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;M;Azul Marinho;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;credito
BQ-004220;2021-11-26;17:04:17;CLI-02168;M;18-24;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;P;Rosa;1;29.90;0.20;5.98;29.90;23.92;9.80;9.80;14.12;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-004221;2021-11-26;14:31:22;CLI-02529;Nao informado;25-34;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;G;Branco;1;159.90;0.00;0.00;159.90;159.90;70.20;70.20;89.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-004222;2021-11-26;08:57:00;CLI-02407;M;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;PP;Verde Oliva;3;79.90;0.15;35.95;239.70;203.75;31.70;95.10;108.65;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;pix
BQ-004223;2021-11-26;10:51:59;CLI-02498;M;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;P;Preto;2;64.90;0.00;0.00;129.80;129.80;24.90;49.80;80.00;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;debito
BQ-004224;2021-11-26;16:18:50;CLI-01250;M;18-24;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;M;Verde Oliva;1;29.90;0.30;8.97;29.90;20.93;9.80;9.80;11.13;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-004225;2021-11-26;22:13:32;CLI-00988;M;18-24;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;PP;Rosa;1;29.90;0.30;8.97;29.90;20.93;9.80;9.80;11.13;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;dinheiro
BQ-004226;2021-11-26;14:49:43;CLI-02651;F;35-44;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;G;Azul Marinho;1;89.90;0.15;13.49;89.90;76.42;35.50;35.50;40.92;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;pix
BQ-004227;2021-11-26;08:10:07;CLI-00715;Nao informado;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;PP;Grafite;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;dinheiro
BQ-004228;2021-11-27;12:15:36;CLI-01717;F;35-44;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;PP;Verde Oliva;2;159.90;0.05;15.99;319.80;303.81;70.20;140.40;163.41;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;debito
BQ-004229;2021-11-27;12:44:03;CLI-01565;M;25-34;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Vinho;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-004230;2021-11-27;13:26:41;CLI-02347;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Preto;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-004231;2021-11-27;21:27:05;CLI-00764;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Preto;2;99.90;0.00;0.00;199.80;199.80;39.20;78.40;121.40;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;debito
BQ-004232;2021-11-27;13:54:25;CLI-02514;F;35-44;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;GG;Azul Marinho;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;dinheiro
BQ-004233;2021-11-27;12:17:02;CLI-01270;F;45-54;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;M;Branco;1;64.90;0.10;6.49;64.90;58.41;24.90;24.90;33.51;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;credito
BQ-004234;2021-11-27;14:16:32;CLI-00630;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;PP;Branco;1;99.90;0.10;9.99;99.90;0.00;39.20;39.20;0.00;cancelada;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-004235;2021-11-27;18:35:09;CLI-02016;F;25-34;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;G;Vinho;2;159.90;0.20;63.96;319.80;255.84;70.20;140.40;115.44;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;debito
BQ-004236;2021-11-27;17:36:06;CLI-00556;F;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Verde Oliva;1;139.90;0.10;13.99;139.90;125.91;57.80;57.80;68.11;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;pix
BQ-004237;2021-11-29;13:53:00;CLI-02702;M;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;G;Azul Marinho;1;64.90;0.30;19.47;64.90;45.43;24.90;24.90;20.53;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-004238;2021-11-29;15:00:52;CLI-00535;F;35-44;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;M;Rosa;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-004239;2021-11-29;14:37:34;CLI-02701;M;35-44;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;P;Verde Oliva;1;109.90;0.30;32.97;109.90;76.93;45.10;45.10;31.83;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;pix
BQ-004240;2021-11-29;18:16:26;CLI-02167;F;45-54;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;GG;Vinho;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;pix
BQ-004241;2021-11-29;20:00:56;CLI-01103;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;G;Azul Marinho;1;79.90;0.25;19.98;79.90;59.93;31.70;31.70;28.23;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;pix
BQ-004242;2021-11-29;15:48:10;CLI-01698;F;25-34;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;M;Grafite;3;109.90;0.20;65.94;329.70;263.76;45.10;135.30;128.46;devolvida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-004243;2021-11-29;12:48:59;CLI-00567;M;45-54;XFIT-REG-005;Regata Essential;Unissex;Regatas;GG;Branco;1;69.90;0.10;6.99;69.90;62.91;27.60;27.60;35.31;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;dinheiro
BQ-004244;2021-11-29;12:09:40;CLI-02345;F;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Azul Marinho;1;139.90;0.15;20.98;139.90;118.92;57.80;57.80;61.12;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-004245;2021-11-29;13:04:28;CLI-02558;F;35-44;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Verde Oliva;1;89.90;0.15;13.49;89.90;76.42;35.50;35.50;40.92;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-004246;2021-11-30;14:18:09;CLI-00618;M;55+;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;G;Rosa;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-004247;2021-11-30;12:45:56;CLI-00514;F;18-24;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Azul Marinho;1;89.90;0.25;22.48;89.90;67.43;35.50;35.50;31.93;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;pix
BQ-004248;2021-11-30;21:58:27;CLI-00125;F;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;M;Azul Marinho;3;64.90;0.15;29.21;194.70;165.50;24.90;74.70;90.80;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;credito
BQ-004249;2021-11-30;15:45:37;CLI-02238;F;35-44;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;GG;Azul Marinho;1;109.90;0.00;0.00;109.90;109.90;45.10;45.10;64.80;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-004250;2021-11-30;15:30:30;CLI-00006;M;35-44;XFIT-REG-005;Regata Essential;Unissex;Regatas;P;Branco;1;69.90;0.00;0.00;69.90;69.90;27.60;27.60;42.30;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-004251;2021-11-30;19:25:39;CLI-00944;M;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;G;Verde Oliva;1;99.90;0.15;14.98;99.90;84.92;39.20;39.20;45.72;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-004252;2021-11-30;18:15:27;CLI-01536;M;35-44;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Branco;1;139.90;0.25;34.98;139.90;104.93;57.80;57.80;47.13;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;credito
BQ-004253;2021-11-30;17:05:33;CLI-01904;F;35-44;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;GG;Vinho;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
BQ-004254;2021-11-30;14:11:42;CLI-02542;F;55+;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;P;Rosa;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-004255;2021-11-30;08:37:21;CLI-01087;M;25-34;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;M;Preto;2;159.90;0.25;79.95;319.80;239.85;70.20;140.40;99.45;devolvida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;pix
BQ-004256;2021-12-01;09:12:55;CLI-01914;F;45-54;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Branco;1;99.90;0.10;9.99;99.90;89.91;39.20;39.20;50.71;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;dinheiro
BQ-004257;2021-12-01;12:10:53;CLI-01360;Nao informado;45-54;XFIT-REG-005;Regata Essential;Unissex;Regatas;PP;Vinho;1;69.90;0.15;10.49;69.90;59.42;27.60;27.60;31.82;concluida;volta_treino;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;debito
BQ-004258;2021-12-01;16:22:01;CLI-01234;M;25-34;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;P;Branco;1;29.90;0.00;0.00;29.90;29.90;9.80;9.80;20.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;pix
BQ-004259;2021-12-01;17:22:40;CLI-02090;Nao informado;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Azul Marinho;1;99.90;0.15;14.98;99.90;84.92;39.20;39.20;45.72;concluida;dia_das_maes;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;debito
BQ-004260;2021-12-01;19:23:01;CLI-01238;F;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Verde Oliva;3;139.90;0.15;62.96;419.70;356.75;57.80;173.40;183.35;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-004261;2021-12-01;13:38:32;CLI-00267;F;25-34;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;M;Preto;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;pix
BQ-004262;2021-12-02;11:40:22;CLI-02614;F;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Vinho;2;89.90;0.00;0.00;179.80;179.80;35.50;71.00;108.80;concluida;volta_treino;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;dinheiro
BQ-004263;2021-12-02;18:16:41;CLI-02644;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;PP;Azul Marinho;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
BQ-004264;2021-12-02;20:26:33;CLI-02022;F;35-44;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;P;Verde Oliva;1;99.90;0.05;5.00;99.90;94.91;39.20;39.20;55.70;devolvida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-004265;2021-12-02;15:35:30;CLI-00138;F;18-24;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;M;Branco;3;29.90;0.00;0.00;89.70;89.70;9.80;29.40;60.30;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
BQ-004266;2021-12-02;14:40:18;CLI-00506;M;45-54;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;P;Vinho;1;89.90;0.15;13.49;89.90;76.42;35.50;35.50;40.92;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;pix
BQ-004267;2021-12-02;14:55:36;CLI-00754;F;18-24;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;G;Grafite;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;debito
BQ-004268;2021-12-02;14:05:17;CLI-01691;M;35-44;XFIT-JAQ-006;Jaqueta WindFit;Unissex;Jaquetas;G;Preto;1;219.90;0.10;21.99;219.90;197.91;98.40;98.40;99.51;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;credito
BQ-004269;2021-12-03;15:03:50;CLI-01988;F;18-24;XFIT-BER-008;Bermuda Sprint;Masculino;Bermudas;GG;Grafite;2;109.90;0.00;0.00;219.80;219.80;45.10;90.20;129.60;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-004270;2021-12-03;22:35:28;CLI-00878;F;55+;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;G;Branco;1;159.90;0.00;0.00;159.90;159.90;70.20;70.20;89.70;concluida;namorados;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;credito
BQ-004271;2021-12-03;16:07:06;CLI-00878;F;25-34;XFIT-CAM-004;Camiseta Training;Unissex;Camisetas;G;Branco;1;79.90;0.00;0.00;79.90;79.90;31.70;31.70;48.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;pix
BQ-004272;2021-12-03;13:36:14;CLI-00191;F;55+;XFIT-TOP-002;Top Alta Sustentacao;Feminino;Tops;GG;Grafite;1;99.90;0.00;0.00;99.90;99.90;39.20;39.20;60.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;debito
BQ-004273;2021-12-03;14:19:29;CLI-01539;F;25-34;XFIT-MAC-009;Macacao Studio;Feminino;Macacoes;GG;Rosa;1;189.90;0.10;18.99;189.90;170.91;82.30;82.30;88.61;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-03;dinheiro
BQ-004274;2021-12-03;18:13:31;CLI-01936;M;25-34;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;PP;Grafite;1;149.90;0.00;0.00;149.90;149.90;63.40;63.40;86.50;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;debito
BQ-004275;2021-12-03;17:36:16;CLI-01791;F;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;P;Branco;1;64.90;0.00;0.00;64.90;64.90;24.90;24.90;40.00;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;debito
BQ-004276;2021-12-03;18:47:00;CLI-02504;M;18-24;XFIT-MEI-010;Meia Performance;Unissex;Acessorios;M;Verde Oliva;1;29.90;0.25;7.47;29.90;22.42;9.80;9.80;12.62;concluida;black_friday;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;credito
BQ-004277;2021-12-03;13:28:25;CLI-00028;M;25-34;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;P;Preto;1;159.90;0.00;0.00;159.90;159.90;70.20;70.20;89.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-004278;2021-12-04;20:44:33;CLI-00066;F;25-34;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;M;Grafite;1;139.90;0.05;7.00;139.90;132.91;57.80;57.80;75.11;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;debito
BQ-004279;2021-12-04;13:36:36;CLI-02658;M;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Grafite;1;139.90;0.00;0.00;139.90;139.90;57.80;57.80;82.10;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-004280;2021-12-04;15:15:30;CLI-01491;F;18-24;XFIT-BOL-012;Bolsa Gym Pro;Unissex;Acessorios;PP;Verde Oliva;1;149.90;0.05;7.50;149.90;142.41;63.40;63.40;79.00;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-01;dinheiro
BQ-004281;2021-12-04;14:00:06;CLI-00884;F;25-34;XFIT-GAR-011;Garrafa Termica 750ml;Unissex;Acessorios;GG;Preto;1;64.90;0.10;6.49;64.90;58.41;24.90;24.90;33.51;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-02;debito
BQ-004282;2021-12-04;16:08:37;CLI-01038;F;45-54;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;P;Azul Marinho;1;139.90;0.10;13.99;139.90;125.91;57.80;57.80;68.11;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;pix
BQ-004283;2021-12-04;12:04:56;CLI-00289;F;35-44;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;GG;Preto;2;159.90;0.00;0.00;319.80;319.80;70.20;140.40;179.40;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;dinheiro
BQ-004284;2021-12-04;18:35:45;CLI-01707;F;55+;XFIT-SHO-003;Shorts DryRun;Feminino;Shorts;PP;Rosa;1;89.90;0.00;0.00;89.90;89.90;35.50;35.50;54.40;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;debito
BQ-004285;2021-12-04;08:59:18;CLI-02482;F;55+;XFIT-LEG-001;Legging PowerFlex;Feminino;Leggings;GG;Verde Oliva;2;139.90;0.00;0.00;279.80;279.80;57.80;115.60;164.20;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-05;dinheiro
BQ-004286;2021-12-04;10:33:10;CLI-02706;M;35-44;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;GG;Grafite;1;159.90;0.00;0.00;159.90;159.90;70.20;70.20;89.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-06;credito
BQ-004287;2021-12-04;20:55:20;CLI-00905;M;45-54;XFIT-CAL-007;Calca Jogger Move;Masculino;Calcas;G;Grafite;1;159.90;0.00;0.00;159.90;159.90;70.20;70.20;89.70;concluida;sem_campanha;loja_fisica;LJ-BQ;xFit Wear Barbacena;Barbacena;MG;VND-LJ-BQ-04;credito
